_id,year,county,hospital,oshpdid,system,type of report,performance measure,# of adverse events,# of cases,risk-adjusted rate,hospital ratings,latitude,longitude
227,2017,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,Acute Stroke Ischemic,0.0,75.0,0.0,As Expected,38.00646,-122.131
229,2017,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,AMI,0.0,33.0,0.0,As Expected,38.00646,-122.131
230,2017,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,Hip Fracture,0.0,16.0,0.0,As Expected,38.00646,-122.131
231,2017,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,Acute Stroke,1.0,80.0,7.5,As Expected,38.00646,-122.131
232,2017,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,Pneumonia,1.0,94.0,2.1,As Expected,38.00646,-122.131
233,2017,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,Heart Failure,2.0,293.0,1.3,As Expected,38.00646,-122.131
236,2017,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,GI Hemorrhage,1.0,118.0,2.2,As Expected,38.00646,-122.131
237,2017,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,Acute Stroke Hemorrhagic,1.0,5.0,71.2,As Expected,38.00646,-122.131
240,2017,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,GI Hemorrhage,1.0,88.0,1.1,As Expected,37.98222,-121.805
241,2017,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,Hip Fracture,3.0,57.0,3.0,As Expected,37.98222,-121.805
243,2017,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,Elective PCI,Elective PCI Mortality,0.0,11.0,0.0,As Expected,37.98222,-121.8054
244,2017,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,Heart Failure,10.0,524.0,1.9,As Expected,37.98222,-121.805
245,2017,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,PCI,5.0,203.0,2.8,As Expected,37.98222,-121.805
246,2017,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,Acute Stroke,3.0,85.0,4.2,As Expected,37.98222,-121.805
247,2017,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,Elective PCI,Elective PCI Stroke,0.0,11.0,0.0,As Expected,37.98222,-121.8054
248,2017,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,Acute Stroke Hemorrhagic,1.0,3.0,17.6,As Expected,37.98222,-121.805
250,2017,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,Pneumonia,5.0,110.0,4.5,As Expected,37.98222,-121.805
251,2017,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,Acute Stroke Ischemic,1.0,81.0,1.1,As Expected,37.98222,-121.805
252,2017,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,Elective PCI,Elective PCI Emergency CABG,0.0,11.0,0.0,As Expected,37.98222,-121.8054
253,2017,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,AMI,10.0,214.0,5.4,As Expected,37.98222,-121.805
254,2017,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Acute Stroke Ischemic,31.0,326.0,4.8,As Expected,37.91304,-122.04
255,2017,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,PCI,3.0,79.0,4.8,As Expected,37.91304,-122.04
256,2017,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Acute Stroke Subarachnoid,8.0,31.0,25.1,As Expected,37.91304,-122.04
257,2017,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Pneumonia,10.0,339.0,1.9,As Expected,37.91304,-122.04
258,2017,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Acute Stroke Hemorrhagic,42.0,176.0,17.6,As Expected,37.91304,-122.04
259,2017,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Hip Fracture,4.0,216.0,1.4,As Expected,37.91304,-122.04
260,2017,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Pancreatic Resection,0.0,6.0,0.0,As Expected,37.91304,-122.04
261,2017,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,AMI,14.0,160.0,6.8,As Expected,37.91304,-122.04
262,2017,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,GI Hemorrhage,14.0,472.0,2.3,As Expected,37.91304,-122.04
263,2017,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Acute Stroke,81.0,533.0,8.1,As Expected,37.91304,-122.04
264,2017,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Carotid Endarterectomy,0.0,12.0,0.0,As Expected,37.91304,-122.04
265,2017,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Heart Failure,27.0,576.0,2.9,As Expected,37.91304,-122.04
267,2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,5.0,159.0,3.4,As Expected,37.8923,-122.058
268,2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,Hip Fracture,2.0,215.0,1.2,As Expected,37.8923,-122.058
269,2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,0.0,31.0,0.0,As Expected,37.8923,-122.058
270,2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,Elective PCI,Elective PCI Mortality,1.0,148.0,1.0,As Expected,37.8923,-122.05828
271,2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,Acute Stroke,9.0,210.0,6.0,As Expected,37.8923,-122.058
272,2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,Heart Failure,13.0,396.0,2.4,As Expected,37.8923,-122.058
273,2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,Elective PCI,Elective PCI Emergency CABG,1.0,148.0,0.65,As Expected,37.8923,-122.05828
274,2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,4.0,50.0,13.9,As Expected,37.8923,-122.058
275,2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,PCI,3.0,172.0,2.4,As Expected,37.8923,-122.058
276,2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,Elective PCI,Elective PCI Stroke,0.0,148.0,0.0,As Expected,37.8923,-122.05828
277,2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,Pneumonia,4.0,132.0,2.4,As Expected,37.8923,-122.058
279,2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,5.0,208.0,2.2,As Expected,37.8923,-122.058
280,2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,AMI,9.0,216.0,4.4,As Expected,37.8923,-122.058
281,2017,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,PCI,8.0,279.0,2.8,As Expected,37.98615,-122.038
282,2017,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,AMI,16.0,403.0,3.9,As Expected,37.98615,-122.038
283,2017,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,GI Hemorrhage,8.0,291.0,2.5,As Expected,37.98615,-122.038
284,2017,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,Carotid Endarterectomy,0.0,71.0,0.0,As Expected,37.98615,-122.038
285,2017,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,CABG,Isolated CABG Operative Mor,3.0,183.0,1.36,As Expected,37.99,-122.04
286,2017,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,Pneumonia,4.0,184.0,1.8,As Expected,37.98615,-122.038
287,2017,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,Acute Stroke,9.0,204.0,6.4,As Expected,37.98615,-122.038
288,2017,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,Heart Failure,20.0,742.0,2.2,As Expected,37.98615,-122.038
290,2017,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,Hip Fracture,2.0,81.0,1.5,As Expected,37.98615,-122.038
292,2017,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,Acute Stroke Ischemic,6.0,198.0,2.8,As Expected,37.98615,-122.038
293,2017,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,Acute Stroke Hemorrhagic,3.0,5.0,31.2,As Expected,37.98615,-122.038
294,2017,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,Heart Failure,4.0,162.0,1.9,As Expected,37.77549,-121.958
295,2017,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,Acute Stroke,10.0,122.0,14.5,As Expected,37.77549,-121.958
296,2017,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,PCI,1.0,63.0,2.4,As Expected,37.77549,-121.958
297,2017,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,GI Hemorrhage,1.0,111.0,2.2,As Expected,37.77549,-121.958
298,2017,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,CABG,Isolated CABG Operative Mor,0.0,22.0,0.0,As Expected,37.78,-121.96
299,2017,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,Hip Fracture,5.0,53.0,7.8,Worse,37.77549,-121.958
302,2017,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,Acute Stroke Ischemic,7.0,113.0,11.1,As Expected,37.77549,-121.958
303,2017,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,Acute Stroke Hemorrhagic,3.0,8.0,28.1,As Expected,37.77549,-121.958
304,2017,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,AMI,5.0,82.0,7.0,As Expected,37.77549,-121.958
305,2017,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,Pneumonia,3.0,188.0,1.2,As Expected,37.77549,-121.958
306,2017,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,Carotid Endarterectomy,0.0,14.0,0.0,As Expected,37.77549,-121.958
307,2017,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,6.0,32.0,22.0,As Expected,37.95197,-121.776
308,2017,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,Pancreatic Resection,0.0,10.0,0.0,As Expected,37.95197,-121.776
310,2017,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,Acute Stroke,16.0,143.0,9.7,As Expected,37.95197,-121.776
312,2017,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,Hip Fracture,0.0,85.0,0.0,As Expected,37.95197,-121.776
313,2017,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,Pneumonia,3.0,100.0,3.0,As Expected,37.95197,-121.776
314,2017,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,Heart Failure,9.0,258.0,2.6,As Expected,37.95197,-121.776
315,2017,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,0.0,3.0,0.0,As Expected,37.95197,-121.776
316,2017,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,AMI,4.0,60.0,4.7,As Expected,37.95197,-121.776
317,2017,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,10.0,108.0,6.7,As Expected,37.95197,-121.776
318,2017,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,6.0,111.0,3.4,As Expected,37.95197,-121.776
319,2017,Del Norte,Sutter Coast Hospital,106084001,Sutter Health,IMI,Pneumonia,2.0,48.0,3.8,As Expected,41.77278,-124.195
320,2017,Del Norte,Sutter Coast Hospital,106084001,Sutter Health,IMI,Heart Failure,4.0,115.0,2.8,As Expected,41.77278,-124.195
322,2017,Del Norte,Sutter Coast Hospital,106084001,Sutter Health,IMI,Acute Stroke,8.0,51.0,17.0,As Expected,41.77278,-124.195
323,2017,Del Norte,Sutter Coast Hospital,106084001,Sutter Health,IMI,AMI,2.0,21.0,4.1,As Expected,41.77278,-124.195
326,2017,Del Norte,Sutter Coast Hospital,106084001,Sutter Health,IMI,GI Hemorrhage,2.0,55.0,3.9,As Expected,41.77278,-124.195
327,2017,Del Norte,Sutter Coast Hospital,106084001,Sutter Health,IMI,Acute Stroke Ischemic,7.0,50.0,9.7,As Expected,41.77278,-124.195
329,2017,Del Norte,Sutter Coast Hospital,106084001,Sutter Health,IMI,Hip Fracture,2.0,21.0,5.3,As Expected,41.77278,-124.195
331,2017,El Dorado,Barton Memorial Hospital,106090793,Independent/Other,IMI,Acute Stroke,1.0,19.0,33.6,As Expected,38.91228,-119.997
334,2017,El Dorado,Barton Memorial Hospital,106090793,Independent/Other,IMI,GI Hemorrhage,0.0,24.0,0.0,As Expected,38.91228,-119.997
335,2017,El Dorado,Barton Memorial Hospital,106090793,Independent/Other,IMI,Hip Fracture,0.0,33.0,0.0,As Expected,38.91228,-119.997
336,2017,El Dorado,Barton Memorial Hospital,106090793,Independent/Other,IMI,Heart Failure,2.0,66.0,4.1,As Expected,38.91228,-119.997
340,2017,El Dorado,Barton Memorial Hospital,106090793,Independent/Other,IMI,Acute Stroke Ischemic,1.0,19.0,18.6,As Expected,38.91228,-119.997
342,2017,El Dorado,Barton Memorial Hospital,106090793,Independent/Other,IMI,Pneumonia,3.0,75.0,5.5,As Expected,38.91228,-119.997
343,2017,El Dorado,Marshall Medical Center,106090933,Independent/Other,IMI,Heart Failure,8.0,270.0,2.3,As Expected,38.72556,-120.79
346,2017,El Dorado,Marshall Medical Center,106090933,Independent/Other,IMI,Hip Fracture,0.0,75.0,0.0,As Expected,38.72556,-120.79
348,2017,El Dorado,Marshall Medical Center,106090933,Independent/Other,IMI,Acute Stroke Hemorrhagic,3.0,8.0,25.7,As Expected,38.72556,-120.79
349,2017,El Dorado,Marshall Medical Center,106090933,Independent/Other,IMI,GI Hemorrhage,3.0,182.0,1.3,As Expected,38.72556,-120.79
350,2017,El Dorado,Marshall Medical Center,106090933,Independent/Other,IMI,Acute Stroke Ischemic,2.0,94.0,3.0,As Expected,38.72556,-120.79
351,2017,El Dorado,Marshall Medical Center,106090933,Independent/Other,IMI,AMI,4.0,21.0,21.5,Worse,38.72556,-120.79
352,2017,El Dorado,Marshall Medical Center,106090933,Independent/Other,IMI,Acute Stroke,5.0,103.0,7.4,As Expected,38.72556,-120.79
353,2017,El Dorado,Marshall Medical Center,106090933,Independent/Other,IMI,Pneumonia,1.0,126.0,0.8,As Expected,38.72556,-120.79
355,2017,Fresno,Clovis Community Medical Center,106100005,Independent/Other,IMI,AMI,18.0,173.0,11.5,Worse,36.83745,-119.66
356,2017,Fresno,Clovis Community Medical Center,106100005,Independent/Other,IMI,Acute Stroke Ischemic,12.0,187.0,6.2,As Expected,36.83745,-119.66
357,2017,Fresno,Clovis Community Medical Center,106100005,Independent/Other,Elective PCI,Elective PCI Emergency CABG,0.0,110.0,0.0,As Expected,36.83745,-119.66072
358,2017,Fresno,Clovis Community Medical Center,106100005,Independent/Other,IMI,Heart Failure,20.0,449.0,4.1,As Expected,36.83745,-119.66
359,2017,Fresno,Clovis Community Medical Center,106100005,Independent/Other,Elective PCI,Elective PCI Stroke,0.0,110.0,0.0,As Expected,36.83745,-119.66072
360,2017,Fresno,Clovis Community Medical Center,106100005,Independent/Other,IMI,Acute Stroke,16.0,196.0,12.5,As Expected,36.83745,-119.66
361,2017,Fresno,Clovis Community Medical Center,106100005,Independent/Other,IMI,Hip Fracture,2.0,159.0,1.7,As Expected,36.83745,-119.66
362,2017,Fresno,Clovis Community Medical Center,106100005,Independent/Other,IMI,GI Hemorrhage,5.0,328.0,1.9,As Expected,36.83745,-119.66
364,2017,Fresno,Clovis Community Medical Center,106100005,Independent/Other,IMI,Acute Stroke Hemorrhagic,4.0,9.0,44.1,As Expected,36.83745,-119.66
366,2017,Fresno,Clovis Community Medical Center,106100005,Independent/Other,IMI,PCI,9.0,125.0,7.6,Worse,36.83745,-119.66
367,2017,Fresno,Clovis Community Medical Center,106100005,Independent/Other,IMI,Pneumonia,18.0,403.0,3.6,As Expected,36.83745,-119.66
368,2017,Fresno,Clovis Community Medical Center,106100005,Independent/Other,IMI,Pancreatic Resection,0.0,6.0,0.0,As Expected,36.83745,-119.66
369,2017,Fresno,Clovis Community Medical Center,106100005,Independent/Other,Elective PCI,Elective PCI Mortality,0.0,110.0,0.0,As Expected,36.83745,-119.66072
370,2017,Fresno,Coalinga Regional Medical Center,106100697,Independent/Other,IMI,Heart Failure,0.0,3.0,0.0,As Expected,36.15152,-120.34
371,2017,Fresno,Coalinga Regional Medical Center,106100697,Independent/Other,IMI,Pneumonia,0.0,26.0,0.0,As Expected,36.15152,-120.34
382,2017,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Acute Stroke Hemorrhagic,94.0,371.0,24.8,Worse,36.74252,-119.784
383,2017,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,GI Hemorrhage,15.0,607.0,2.7,As Expected,36.74252,-119.784
384,2017,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,CABG,Isolated CABG Operative Mor,9.0,173.0,2.91,As Expected,36.74,-119.78
385,2017,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Heart Failure,27.0,1143.0,3.4,As Expected,36.74252,-119.784
386,2017,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Hip Fracture,4.0,146.0,2.4,As Expected,36.74252,-119.784
387,2017,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Pancreatic Resection,2.0,24.0,5.8,As Expected,36.74252,-119.784
388,2017,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,PCI,19.0,372.0,6.3,Worse,36.74252,-119.784
389,2017,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Carotid Endarterectomy,0.0,154.0,0.0,As Expected,36.74252,-119.784
390,2017,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,AMI,48.0,716.0,8.0,Worse,36.74252,-119.784
391,2017,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Acute Stroke,154.0,1032.0,10.7,Worse,36.74252,-119.784
392,2017,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Pneumonia,8.0,573.0,1.9,As Expected,36.74252,-119.784
393,2017,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Acute Stroke Subarachnoid,9.0,58.0,18.4,As Expected,36.74252,-119.784
394,2017,Fresno,Community Regional Medical Center – Fresno,106100717,Independent/Other,IMI,Acute Stroke Ischemic,51.0,603.0,6.6,Worse,36.74252,-119.784
395,2017,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,Acute Stroke,0.0,13.0,0.0,As Expected,36.60789,-119.451
396,2017,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,Pneumonia,0.0,23.0,0.0,As Expected,36.60789,-119.451
397,2017,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,AMI,0.0,8.0,0.0,As Expected,36.60789,-119.451
400,2017,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,Heart Failure,1.0,17.0,5.0,As Expected,36.60789,-119.451
405,2017,Fresno,Adventist Health Reedley,106100797,Adventist Health Systems,IMI,Acute Stroke Ischemic,0.0,13.0,0.0,As Expected,36.60789,-119.451
407,2017,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,IMI,Acute Stroke Ischemic,14.0,407.0,3.8,As Expected,36.83707,-119.764
408,2017,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,IMI,Heart Failure,31.0,1163.0,2.3,As Expected,36.83707,-119.764
409,2017,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,IMI,Acute Stroke,23.0,426.0,8.6,As Expected,36.83707,-119.764
410,2017,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,IMI,PCI,12.0,431.0,3.2,As Expected,36.83707,-119.764
411,2017,Fresno,Saint Agnes Medical Center,106100899,Independent/Other,CABG,Isolated CABG Operative Mor,6.0,223.0,2.47,As Expected,36.84,-119.76
